"","lon","lat","b.depth","area.index","c.dist","salinity","temp.surf","temp.20m"
"286",-1.5,44.75,50,226,0.44549471863974,34.6218826889825,18.9679237101377,18.9449712414135
"373",-5,45,4665,269,1.13869742270115,35.6960995816475,14.9733144827185,14.9198290482024
"376",-4.75,45,4614,270,1.20914000221959,35.696352217738,15.184270654394,15.1917052565835
"379",-4.5,45,4594,271,1.22917505002792,35.7029600177578,15.5675711250099,15.6116541125402
"382",-4.25,45,4518,272,1.07067898814778,35.7312064739009,16.1631745401177,16.2202208310949
"385",-4,45,4400,273,0.912825943272757,35.7812562743788,16.8408231794389,16.8739224927759
"388",-3.75,45,4035,274,0.714887916112015,35.8154985498196,17.3139915904676,17.3042013568777
"391",-3.5,45,3521,275,0.526874441259945,35.808558971813,17.4221017775494,17.3909365444934
"394",-3.25,45,2940,276,0.376503518604761,35.7430547355271,17.3005795935691,17.2653512694261
"397",-3,45,2420,277,0.234023080345756,35.6738493415858,17.2972354740763,17.26532734229
"400",-2.75,45,1635,278,0.188899450355258,35.7150422690515,17.340022457887,17.3496384365736
"403",-2.5,45,974,279,0.136241157725542,35.6219883086588,17.1235490302786,17.1632367049346
"406",-2.25,45,213,280,0.0350645572688934,35.5187809527733,17.4678094728557,17.498009920568
"409",-2,45,122,281,0.119472539586508,35.2231600883498,18.4265094429219,18.4338816834471
"412",-1.75,45,95,282,0.290642626540927,34.622771661296,19.0213967630049,19.0002529755491
"415",-1.5,45,49,283,0.520736060625633,34.4714018950311,19.1104207161453,19.0837699290995
"418",-1.25,45,8,284,0.745774577560742,34.4808004805392,19.0201465014265,19.0035463481328
"520",-5,45.25,4593,326,1.31942581384276,35.6912257597926,15.1200243573614,15.1405454990037
"523",-4.75,45.25,4600,327,1.19293076830164,35.6954869737442,15.2776935527468,15.351027906862
"526",-4.5,45.25,4581,328,1.03982277883836,35.6974268648717,15.6227134322418,15.6799624415785
"529",-4.25,45.25,4404,329,0.875695504248563,35.7035742306836,16.2787480206807,16.3113081979336
"532",-4,45.25,4220,330,0.72301515103579,35.7450163476705,17.1015570301096,17.1069901575755
"535",-3.75,45.25,4000,331,0.562696812141038,35.755555099501,17.5975163878756,17.5542681210544
"538",-3.5,45.25,2968,332,0.373730370525304,35.7308364004568,17.5722667553515,17.5335825804547
"541",-3.25,45.25,1009,333,0.176653146314978,35.6484366994014,17.354938643395,17.3756824669604
"544",-3,45.25,163,334,0.0272826005437909,35.590847490527,17.425505664692,17.45462836417
"547",-2.75,45.25,83,335,0.060579864467979,35.6461322144169,17.7421926459294,17.7344830584976
"550",-2.5,45.25,121,336,0.111885101506426,35.417225344903,17.8761691905177,17.8415193439633
"553",-2.25,45.25,107,337,0.183899727388935,35.1252469033789,18.1000911917388,18.0639036023312
"556",-2,45.25,100,338,0.317034493331193,34.851511149781,18.4621216846089,18.4550677430977
"559",-1.75,45.25,68,339,0.462796362142799,34.2770732982792,18.6341629122588,18.6258534831615
"562",-1.5,45.25,50,340,0.636810111542372,34.415501873634,18.6713907099609,18.6719998403904
"565",-1.25,45.25,9,341,0.849631545737685,34.5714559652157,18.7177590386917,18.7248978769363
"667",-6,45.5,4809,379,1.44070065560856,35.7007776489997,15.0683848315904,14.3292720808427
"670",-5.75,45.5,4724,380,1.31482331682662,35.6975772457949,15.2073994562699,14.7049396151851
"673",-5.5,45.5,4412,381,1.22348823617231,35.6948223590236,15.2843724508027,15.0161044323882
"676",-5.25,45.5,4412,382,1.16380757573593,35.6947594157913,15.3220709550474,15.240411402391
"679",-5,45.5,4574,383,1.10134330684607,35.6968442717975,15.3729833695231,15.4276982364553
"682",-4.75,45.5,4645,384,0.990530204503949,35.7094301675546,15.5101522984626,15.615372097566
"685",-4.5,45.5,4468,385,0.839791038122423,35.7124822378966,15.7766530824073,15.8071467019792
"688",-4.25,45.5,4217,386,0.695191055335196,35.6569104061449,16.3419040741835,16.3438993384498
"691",-4,45.5,3778,387,0.522315928065712,35.660672871584,17.137072151025,17.1510262595542
"694",-3.75,45.5,2973,388,0.369687026858265,35.6456501466105,17.3545903480389,17.3417256682616
"697",-3.5,45.5,1479,389,0.212567681009319,35.6300602782042,17.0562544047635,17.0495990155878
"700",-3.25,45.5,217,390,0.058302998226148,35.5813289719904,16.9944470972796,17.0199964981503
"703",-3,45.5,63,391,0.156936215022225,35.5175607167666,17.385088778523,17.4075856225054
"706",-2.75,45.5,121,392,0.302439681057314,35.565493224453,17.8701781776115,17.8429096260142
"709",-2.5,45.5,93,393,0.343741883499,35.2546741560787,18.2189569598346,18.1552851884173
"712",-2.25,45.5,99,394,0.415013243945255,34.8821360406802,18.3996366866244,18.3726323644666
"715",-2,45.5,80,395,0.519732778620044,34.7644616229614,18.2392952526042,18.2822302048456
"718",-1.75,45.5,56,396,0.670495616698398,34.4619824457051,18.0871572387177,18.1118727217478
"721",-1.5,45.5,38,397,0.812548124490241,34.5731174371441,18.1448801803266,18.150903109953
"724",-1.25,45.5,12,398,0.988221179677206,34.7240610543148,18.3320479287524,18.3152448079001
"838",-6,45.75,4779,436,1.24313591502335,35.7109230211919,15.3087724875281,14.4203108908828
"841",-5.75,45.75,4716,437,1.09477343711881,35.7016011847559,15.4909876475397,14.9291978111506
"844",-5.5,45.75,4667,438,0.986876210196619,35.6979832769742,15.5869560769364,15.3191221542397
"847",-5.25,45.75,4648,439,0.923660743422791,35.7045167347305,15.6326793944354,15.5361020294658
"850",-5,45.75,4606,440,0.878422171902749,35.7171603310532,15.7379965154579,15.7122787841974
"853",-4.75,45.75,4458,441,0.760409552369402,35.7405941761131,16.0416148062089,16.030296469579
"856",-4.5,45.75,4034,442,0.647199587010684,35.7463037163384,16.4021504044159,16.3610294745361
"859",-4.25,45.75,3045,443,0.48725163669375,35.6953175019788,16.583077476213,16.5716053380203
"862",-4,45.75,2930,444,0.347119428274491,35.6829747268235,16.6846605182348,16.6932805550073
"865",-3.75,45.75,996,445,0.16966213856116,35.6325966704972,16.5744055319559,16.6145859646907
"868",-3.5,45.75,237,446,0.018351596985858,35.6511633395979,16.3951540832512,16.4543337251373
"871",-3.25,45.75,140,447,0.137998574466785,35.7072020054697,16.6191750740993,16.5882506806982
"874",-3,45.75,108,448,0.286013196384847,35.6295041781902,17.0389678716197,16.9930650837359
"877",-2.75,45.75,104,449,0.488113485520243,35.6216251819914,17.3008756578607,17.3433808392921
"880",-2.5,45.75,100,450,0.585736567155158,35.3994719206825,17.6180805705689,17.7318029250288
"883",-2.25,45.75,87,451,0.651410940452033,35.3040335681943,18.0543227357731,18.1874893972303
"886",-2,45.75,70,452,0.740938400321302,35.1976391372629,18.1367642640333,18.1914558091003
"889",-1.75,45.75,50,453,0.863346652313985,34.8733523095303,18.0127161418726,17.9497135935782
"892",-1.5,45.75,26,454,1.0184216286319,34.7744737915721,17.9964250285237,17.880909556021
"1003",-6.5,46,4801,491,1.42883633489579,35.7173762668761,14.8534234293571,13.450817197813
"1006",-6.25,46,4780,492,1.26965091736703,35.7395835712797,15.1958312021049,13.8067624436767
"1009",-6,46,4732,493,1.06778060825758,35.7309823885292,15.5140160228029,14.4249552666263
"1012",-5.75,46,4700,494,0.890672444151574,35.704660228885,15.7437018383212,15.1316320673729
"1015",-5.5,46,4699,495,0.755936093972856,35.6939967797065,15.8476816586187,15.6353872105358
"1018",-5.25,46,4605,496,0.679090052792736,35.7081756260447,15.8613252356096,15.7850510195556
"1021",-5,46,4383,497,0.628750035936654,35.7233378890244,15.9476054522376,15.8137753800483
"1024",-4.75,46,3968,498,0.547157262406726,35.7494859955515,16.3721807085355,16.2265829916998
"1027",-4.5,46,3552,499,0.431708126666264,35.7455187968668,16.7335134786561,16.6995936179963
"1030",-4.25,46,2899,500,0.298080753865077,35.6933350435301,16.2937364390385,16.3248567950601
"1033",-4,46,735,501,0.138526507153169,35.6637889965768,15.7779329662411,15.7207353640237
"1036",-3.75,46,197,502,0.00364538286532787,35.6325777026838,15.9341841523522,15.8746399215308
"1039",-3.5,46,152,503,0.175210816009745,35.6201944208838,16.4070377681775,16.3784822598764
"1042",-3.25,46,82,504,0.331049359130587,35.6076340732642,16.7909050867784,16.6244142232426
"1045",-3,46,118,505,0.491375249941288,35.4707414410152,16.9214373906055,16.7598755300845
"1048",-2.75,46,95,506,0.639436494076054,35.3545012055721,16.8388183476071,16.7908351727477
"1051",-2.5,46,97,507,0.830728798316699,35.0747078856926,17.0014481329439,16.9216679394671
"1054",-2.25,46,58,508,0.892176901087487,35.0624483944698,17.6118449251763,17.3709723567574
"1057",-2,46,54,509,0.973504625695207,35.1365551157826,17.9599365796958,17.6213974440501
"1060",-1.75,46,33,510,1.07778397814217,34.9635830872158,17.9490747452818,17.5881620574569
"1063",-1.5,46,7,511,1.21219674315342,34.8511553320765,17.9271473757064,17.5805246423844
"1186",-6.5,46.25,4748,548,1.19887067391292,35.7493418838931,14.856449707213,13.2131027387356
"1189",-6.25,46.25,4704,549,1.10664111313882,35.7847814649854,15.2561390064869,13.5100483188852
"1192",-6,46.25,4685,550,0.927320846051104,35.7698870895143,15.6303805229488,14.2589950144999
"1195",-5.75,46.25,4613,551,0.716286204614424,35.7060445212705,15.8948198995462,15.2373482727903
"1198",-5.5,46.25,4595,552,0.539636824467101,35.6696613852914,15.970748180932,15.9120975150757
"1201",-5.25,46.25,4373,553,0.433779310251239,35.699296164038,15.8774297411498,15.9275950738269
"1204",-5,46.25,3471,554,0.379509819754833,35.681074283331,15.8027076222885,15.7398552095054
"1207",-4.75,46.25,2020,555,0.345551346785764,35.6628947449799,16.0638907459707,16.0568585282765
"1210",-4.5,46.25,1034,556,0.201397359552284,35.6861416493659,16.2646967383329,16.3234224641387
"1213",-4.25,46.25,599,557,0.124051468433246,35.6511656782276,15.8708412847219,15.9378785963713
"1216",-4,46.25,79,558,0.0495283837732524,35.6421436881681,15.7030847957191,15.6782196992669
"1219",-3.75,46.25,115,559,0.205480097703417,35.6327748891918,16.1570723465004,16.0765727264983
"1222",-3.5,46.25,104,560,0.354601188712326,35.5316808920899,16.6940038884879,16.5656796894766
"1225",-3.25,46.25,109,561,0.520643491578526,35.3289541916712,16.9482985084805,16.6336623954116
"1228",-3,46.25,111,562,0.683242743123388,35.2394297600524,16.9568173463954,16.6747544295765
"1231",-2.75,46.25,96,563,0.837566599534792,35.1765783602364,16.8430872194055,16.5493766426705
"1234",-2.5,46.25,51,564,0.992952421521935,34.8460366727306,16.9452891782797,16.3565546271356
"1237",-2.25,46.25,50,565,1.13407355216557,34.5590817817977,17.367602946134,16.4681610628632
"1240",-2,46.25,37,566,1.2048079486582,34.7168067315285,17.6938238044311,16.8400068380191
"1243",-1.75,46.25,16,567,1.29967199457043,34.7981817644592,17.7878640340812,17.0945143691503
"1246",-1.5,46.25,10,568,1.41958586008799,34.7936147629213,17.815608181698,17.2232081348682
"1369",-8.5,46.5,4852,597,1.70367489796787,35.6138390175268,13.9509178983883,14.1893642824285
"1372",-8.25,46.5,4758,598,1.55447262327038,35.6106680165075,14.0065854142382,14.1675235609471
"1375",-8,46.5,4741,599,1.43104795700462,35.5681437287065,14.1116074892764,14.0757041818804
"1378",-7.75,46.5,4730,600,1.32094597381653,35.5161665821743,14.2076689276512,13.9863309468733
"1381",-7.5,46.5,4701,601,1.23786408814908,35.4959759610952,14.228684288265,13.9367347306454
"1384",-7.25,46.5,4698,602,1.18620065726989,35.5176646389509,14.2226857835733,13.8364614028333
"1387",-7,46.5,4679,603,1.1605033875,35.5932141357416,14.2726774375391,13.5987636831513
"1390",-6.75,46.5,4671,604,1.08276463569948,35.69332268454,14.4426060283156,13.2683483297883
"1393",-6.5,46.5,4674,605,0.97304178051719,35.7785564518841,14.7921071019196,13.0002408731362
"1396",-6.25,46.5,4649,606,0.874052092962634,35.8396488019653,15.2120826850334,13.06796310708
"1399",-6,46.5,4605,607,0.761864514818165,35.8472762094798,15.582840003514,13.8384675817465
"1402",-5.75,46.5,4037,608,0.594202979806825,35.7360749675315,15.8449445693454,15.0616394340434
"1405",-5.5,46.5,3916,609,0.368749815553764,35.6284749501177,15.8295995388496,15.9181184060753
"1408",-5.25,46.5,2984,610,0.197700079457746,35.6611807965155,15.4985531943935,15.5960915609681
"1411",-5,46.5,1666,611,0.133149535824752,35.6517927332648,15.2535573367404,15.2047828694124
"1414",-4.75,46.5,979,612,0.10572293488091,35.6327151637883,15.2751327758246,15.2927753080487
"1417",-4.5,46.5,160,613,0.00889228910159193,35.6490395959527,15.5475516373239,15.4240738328204
"1420",-4.25,46.5,64,614,0.121000070741075,35.6675260684164,16.0311394779912,15.8638963117573
"1423",-4,46.5,104,615,0.208080052095764,35.6751663262441,16.6177450968069,16.6855928310985
"1426",-3.75,46.5,107,616,0.399410551080685,35.641053298549,16.9232267154109,17.1088434901329
"1429",-3.5,46.5,112,617,0.551978528587916,35.5184279348623,16.9443879774427,16.8946743232669
"1432",-3.25,46.5,121,618,0.705613394594789,35.2220231257494,16.9810031970448,16.6541560232834
"1435",-3,46.5,109,619,0.869314482785587,35.1929923933265,17.0271391709568,16.7676899496877
"1438",-2.75,46.5,89,620,1.03636268452737,35.2815156319062,17.0381126581675,16.8544857188591
"1441",-2.5,46.5,55,621,1.18473342575715,35.0784955866156,17.1213671100881,16.7015191985319
"1444",-2.25,46.5,38,622,1.346488021802,34.7020719838283,17.2785830415753,16.5397532233691
"1447",-2,46.5,14,623,1.44194759715146,34.6352343388654,17.4617146533669,16.6146734901345
"1450",-1.75,46.5,0,624,1.52960656000839,34.6868032762993,17.58751737634,16.7846108760973
"1453",-1.5,46.5,0,625,1.63640351435395,34.7129633731077,17.660187670432,16.9048314614613
"1612",-8.5,46.75,4303,654,1.51399202582637,35.6011374836016,14.0575914361449,14.255828985493
"1615",-8.25,46.75,4527,655,1.35291017486457,35.6301955668511,14.0657018756597,14.2417528836693
"1618",-8,46.75,4641,656,1.20979381509706,35.5891064343911,14.1694285664332,14.1272734416498
"1621",-7.75,46.75,4606,657,1.09857335686843,35.530037922577,14.2926699805196,14.0634324471256
"1624",-7.5,46.75,4603,658,0.997199282110701,35.5143363547053,14.3031413826936,14.1277615247235
"1627",-7.25,46.75,4603,659,0.940600026853619,35.5173343804159,14.2796009465096,14.1389798260998
"1630",-7,46.75,4597,660,0.9105033875,35.5858341652023,14.309186529794,13.9303929362657
"1633",-6.75,46.75,4592,661,0.85678571560452,35.6838129279803,14.4034716568652,13.547897002227
"1636",-6.5,46.75,4501,662,0.742389049940415,35.767815822126,14.7303168805715,13.131976638923
"1639",-6.25,46.75,4425,663,0.640094991988242,35.8573690215821,15.0635179211301,12.8072601830196
"1642",-6,46.75,4383,664,0.557173971472355,35.9280311577419,15.2735762140689,13.3293830316551
"1645",-5.75,46.75,3934,665,0.431467727421897,35.8939634770525,15.4332979937934,14.3210249076122
"1648",-5.5,46.75,2640,666,0.252092891964608,35.7007401558974,15.3566614512137,15.0793437299362
"1651",-5.25,46.75,1338,667,0.0531801692955345,35.6725253747118,15.059956195378,14.8681535974901
"1654",-5,46.75,239,668,0.0938622375744939,35.6836363834403,14.8941887897678,14.64480115077
"1657",-4.75,46.75,186,669,0.134495825615481,35.6829410615104,14.9115199951033,14.6690809355886
"1660",-4.5,46.75,99,670,0.176990425797148,35.6343699129493,15.3340835802887,14.82889897351
"1663",-4.25,46.75,140,671,0.343569076359807,35.5804021992732,16.183135234364,15.5367293585792
"1666",-4,46.75,123,672,0.423183998146034,35.5395174863508,16.9955373823293,16.5964063494356
"1669",-3.75,46.75,119,673,0.558189028837524,35.3889211051372,17.19977200815,16.8743655801563
"1672",-3.5,46.75,123,674,0.743356564553363,35.3053937872135,17.0380705538054,16.2831024817966
"1675",-3.25,46.75,110,675,0.902716197155287,35.0039234042728,16.9988271225512,15.9738271777078
"1678",-3,46.75,86,676,1.05728706647357,35.0061621902812,17.0305988214178,16.3124803334701
"1681",-2.75,46.75,64,677,1.2198092628894,35.1192783475395,17.072610256321,16.9289894524187
"1684",-2.5,46.75,41,678,1.38757866431236,35.1226171015085,17.1406421548426,17.1928174822673
"1687",-2.25,46.75,10,679,1.53481880740245,34.9080665926456,17.1916134875537,16.9681793208061
"1690",-2,46.75,0,680,1.68106601064148,34.7296306403014,17.2932802751918,16.7046114238012
"1849",-10.5,47,4681,703,1.80649043446745,35.624616353101,13.8506678753168,14.0515252029202
"1852",-10.25,47,4662,704,1.73708062278055,35.6542805773286,13.8354694045283,13.9316011425907
"1855",-10,47,4577,705,1.6109770339874,35.6483183432643,13.8722697370359,13.9222365806434
"1858",-9.75,47,4404,706,1.48999098396558,35.6297760671612,13.9623915747678,14.0102808968962
"1861",-9.5,47,4403,707,1.39796035716279,35.6214756147366,14.1001715570063,14.1610599289451
"1864",-9.25,47,4402,708,1.34666743782521,35.602202391866,14.2217425797309,14.2873623625452
"1867",-9,47,4400,709,1.33430083972146,35.5546999447186,14.2792215254464,14.3316354790748
"1870",-8.75,47,4214,710,1.31174976223444,35.5271214024581,14.2601314420461,14.3049010727608
"1873",-8.5,47,4206,711,1.29826981807218,35.5716224635783,14.1950506424902,14.2561682815748
"1876",-8.25,47,4147,712,1.16056868567346,35.6237379861401,14.1384019583115,14.1772450743373
"1879",-8,47,4530,713,1.00214963695403,35.6218925799371,14.1600216651147,14.094597022185
"1882",-7.75,47,4414,714,0.872248252275172,35.6004347792665,14.237781769116,14.1028590558467
"1885",-7.5,47,4413,715,0.762496281559521,35.5953577003786,14.330764584616,14.2775060623184
"1888",-7.25,47,4401,716,0.694999396437352,35.5940605657697,14.4131031438113,14.4216980103512
"1891",-7,47,4303,717,0.6605033875,35.589562262068,14.4759047766416,14.3418691069738
"1894",-6.75,47,4026,718,0.63861769543052,35.6111714904125,14.5892886459272,14.1321058190019
"1897",-6.5,47,3061,719,0.529064170466523,35.6835215797918,14.7656087289433,13.8463194602025
"1900",-6.25,47,3447,720,0.416750744127703,35.7830675229534,14.8533627353402,13.5002515413954
"1903",-6,47,3344,721,0.321448579471045,35.8633659116768,14.7341149095873,13.2329713959363
"1906",-5.75,47,1062,722,0.205650180498623,35.8588784022862,14.6502718060545,13.4156088090975
"1909",-5.5,47,700,723,0.0998138843942521,35.7646805363915,14.853994622989,14.130547802291
"1912",-5.25,47,237,724,0.0911434912343552,35.7127473094418,15.0945741499806,14.6557972697519
"1915",-5,47,120,725,0.26735558745359,35.7035494518326,15.2520564536992,14.8785072561537
"1918",-4.75,47,140,726,0.377167150949309,35.6894996141178,15.4397787214548,14.9576847664659
"1921",-4.5,47,97,727,0.41519331199317,35.6320644642725,15.753196941818,14.9447670351019
"1924",-4.25,47,123,728,0.524636523500345,35.5640271141813,16.2541892220243,15.0688168759729
"1927",-4,47,120,729,0.661303663256798,35.4843015216425,16.7118766455998,15.1785404827296
"1930",-3.75,47,122,730,0.761697725142238,35.3429173770833,16.8510314492547,14.8305281637024
"1933",-3.5,47,114,731,0.910837628595008,35.1202529473506,16.8084439240784,14.2129165211191
"1936",-3.25,47,88,732,1.09344829590364,34.8563827753102,16.7978987103772,14.0227481735147
"1939",-3,47,52,733,1.25348100829511,34.7756887674267,16.8441576239478,14.7259160166994
"1942",-2.75,47,35,734,1.40989269589295,34.817310833275,16.9036717943403,15.8123151715453
"1945",-2.5,47,12,735,1.57167477732538,34.8936317834818,16.9734390013592,16.5042019876559
"1948",-2.25,47,10,736,1.73861455744361,34.8471383117775,17.0423669393465,16.5810053206728
"1951",-2,47,0,737,1.88619835993097,34.7395121483016,17.1264747261208,16.4231276981495
"2146",-10.5,47.25,4599,760,1.56302145283499,35.5602614141173,14.0018293143339,14.1279000374755
"2149",-10.25,47.25,4516,761,1.51048177814632,35.6081276087709,13.9820884185877,13.9815026590808
"2152",-10,47.25,4483,762,1.40197738818772,35.6001201671411,14.0488921449297,14.0165115344714
"2155",-9.75,47.25,4480,763,1.26971311140936,35.5894479347049,14.1560287690345,14.1368059707609
"2158",-9.5,47.25,4454,764,1.161044887633,35.6113541185279,14.3381627495291,14.3449594379666
"2161",-9.25,47.25,4338,765,1.09874713150875,35.6200405524149,14.4725389895971,14.4868884744181
"2164",-9,47.25,4342,766,1.08440394840565,35.5637999586879,14.5240580970247,14.5040760161108
"2167",-8.75,47.25,4354,767,1.06319188904186,35.5093756016414,14.4703071267931,14.4061936290231
"2170",-8.5,47.25,4141,768,1.05723194621734,35.5764151346301,14.3606053849606,14.3061196026488
"2173",-8.25,47.25,3495,769,0.976966590208491,35.6394391416068,14.2057290656955,14.1438458286657
"2176",-8,47.25,4003,770,0.807259248361908,35.6414319701946,14.1072612250472,14.0458169143363
"2179",-7.75,47.25,4007,771,0.653084859261866,35.6389479671719,14.0885106540401,14.0199246482298
"2182",-7.5,47.25,3966,772,0.540425223944246,35.6540620709205,14.2297479720047,14.2360239565671
"2185",-7.25,47.25,3396,773,0.449533118546642,35.6675408783251,14.4323989671321,14.474523575876
"2188",-7,47.25,3477,774,0.4105033875,35.5987429787425,14.5441758090483,14.4711672443676
"2191",-6.75,47.25,2991,775,0.401599982683513,35.5305370375543,14.7068664656703,14.5082383317134
"2194",-6.5,47.25,2467,776,0.298481979095906,35.5679626457157,14.7950049482817,14.4900340162209
"2197",-6.25,47.25,1646,777,0.183496979870048,35.6415519197781,14.7397875686542,14.3386543051625
"2200",-6,47.25,793,778,0.0835158620714807,35.7010105618669,14.3647785451834,13.4750561541024
"2203",-5.75,47.25,230,779,0.0650769017952775,35.7200411547287,14.0770304508461,12.9564197976127
"2206",-5.5,47.25,169,780,0.1073989868,35.7049426542004,14.6918620572912,13.9284069584633
"2209",-5.25,47.25,141,781,0.209673570161297,35.6785446754635,15.4279570578551,15.0053566241684
"2212",-5,47.25,110,782,0.436718436666217,35.6508362697817,15.8271259037414,15.5124957807842
"2215",-4.75,47.25,102,783,0.618120998585758,35.6333986847416,16.1114407474467,15.5620861208839
"2218",-4.5,47.25,113,784,0.662028667080858,35.5879189590874,16.1847078679265,15.1278732873706
"2221",-4.25,47.25,119,785,0.735992781842226,35.5496493077258,16.2945774872836,14.5230489328312
"2224",-4,47.25,113,786,0.875465368056716,35.4937222682931,16.4071394300727,13.7208216334014
"2227",-3.75,47.25,107,787,0.981540250441549,35.389844357961,16.3972706750436,12.6899593974077
"2230",-3.5,47.25,81,788,1.10923077639452,35.0799337420852,16.4329620931675,11.9762393654122
"2233",-3.25,47.25,48,789,1.26399184309654,34.760518016104,16.4874333244904,11.760134718456
"2236",-3,47.25,25,790,1.44522640771769,34.6509876407184,16.5818089474415,12.798064750224
"2239",-2.75,47.25,14,791,1.60430065362473,34.6627238910312,16.6785915231302,14.1060133208954
"2242",-2.5,47.25,10,792,1.76287801249329,34.7101923007252,16.7694908644886,15.0763922652152
"2437",-11,47.5,4592,815,1.49679099488305,35.458054070214,14.1163851696784,14.3493858453313
"2440",-10.75,47.5,4500,816,1.39380518395255,35.4455341661335,14.1604729957128,14.3288569911505
"2443",-10.5,47.5,4394,817,1.32188056223946,35.4697547070426,14.1473873454141,14.1869592642082
"2446",-10.25,47.5,4308,818,1.27255798363862,35.5030338566934,14.156194669278,14.0928205514931
"2449",-10,47.5,4300,819,1.17847130217059,35.5258471506869,14.2590881530289,14.1654684308518
"2452",-9.75,47.5,4387,820,1.05524535958934,35.5529360716289,14.4171327293107,14.3518000240594
"2455",-9.5,47.5,4302,821,0.930998013960672,35.6051347222863,14.57235044686,14.5471676629445
"2458",-9.25,47.5,4178,822,0.852043032891365,35.6414222588116,14.6875301104556,14.6798823576686
"2461",-9,47.5,3501,823,0.834507057089846,35.6251078887939,14.6927173405806,14.665842631922
"2464",-8.75,47.5,2646,824,0.814426525703439,35.6112728886884,14.630409411576,14.5715694582631
